matter 
Fe2.3Li0.3O4Zn0.4 
Ga0.1LaMn0.9O3 
Co0.75Ni0.25Sb3 
O3RbU 
GdKTe2 
Al78.2Cu32.5Fe16Si9.7 
Ca0.75N0.96U0.25 
CdO4S 
Ce2Rh12Si7.11 
O7ReTb3 
GdNaO2 
Li1.06Mn1.5Ni0.44O4 
Al92In66O384Si100 
As2.74V5 
AlH4K 
ErNaO2 
Cs3Ge2.66H11O21Si0.79Ti3.55 
Ga0.5LiMn1.5O4 
Cs0.36Ge1.75H18.14O23.26Si1.53Ti3.72 
KNdTe2 
Ga0.34Ge6.66Y2 
La0.83MnO3.068Sr0.17 
Ca2MnO7Sm2 
CoSb3 
H5KO10S2Zn 
CeRbTe2 
LaMn0.5Ni0.5O3 
Li0.5MgMn1.5O4 
Cs0.35Ge3.45H17.93O23.14Ti3.55 
Al3.19La4.06 
Mg0.1MnNd0.6O3Sr0.3 
La0.7MnO3.054Sr0.3 
Bi12H7N11O49 
CeRh2Si 
CaF1.236H1.764K 
CsH5MnO10S2 
Ba0.1MnNd0.7O3Sr0.2 
K12Si17 
Bi2O7Ti2 
Er3F17Pb4 
Li1.142Ni0.858O2 
AsSbU 
Cs0.41Ge2.66H17.79O23.1Si0.79Ti3.55 
H3K4LiO16S4 
N0.6O0.08S0.06U 
Ga0.15LaMn0.85O3 
H6K4MnO18S4 
Rb12Sn17 
Ce6Rh30Si19 
Cs2.76H11K0.21O21Si3Ti4 
O1.78Zr0.88 
Ga2.924Ge3.876Y2 
LiNiO2 
CsNdTe2 
Ba2HoO6Ru 
Cu0.33Li1.17Mn1.5O4 
As17.46Pb8.08S35Tl1.46 
Bi6.154O16P2Ti0.846 
Cs1.77Ge7H9K1.23O20 
KLaTe2 
Cs0.36Ge0.97H18.04O23.2Si2.19Ti3.84 
Bi0.7O6WYb1.3 
Ga2.49Ge0.51Y 
H5KMgO10Se2 
KPrTe2 
Ni14.92P10.18Y6 
NdNiO2.09 
Bi0.693Ca3.093Mn3O10 
La0.69MnO3.054Sr0.3 
Ga0.3LaMn0.7O3 
H5KMnO10S2 
CaF2.288H0.712K 
H6K4O18S4Zn 
H9K2.2Nb0.8O20Si3Ti3.2 
Ga0.05LaMn0.95O3 
C3.4Co3W10 
Co0.875Ni0.125Sb3 
NdNiO2 
H9K3O20Si3Ti4 
Gd3O7Re 
La0.82MnO3.021Sr0.17 
HgI2O6 
C2H28N6O21P4V3 
AsCs0.5D2O4 
Cs3Ge3.45H10O20.5Ti3.55 
Cs2.1H11K0.09Nb0.84O21Si3Ti3.16 
La0.42Li0.74Nb2O6 
Li0.5Mn1.5O4Zn 
Bi0.196Ca0.791MnO3 
Dy3O7Re 
Mg0.3Mn0.8Nd0.6O3Sr0.3 
CaF1.706H1.294K 
Ba5MnNa2O12.98V2 
La0.76MnO3.047Sr0.23 
Ga0.66Ge2.64Y 
K4Pb9 
Cl2Hg3S2 
C2Ta2V 
Ag3IS 
I10PbTl6 
H29NaO53VW12 
Cl3Mo 
Al6Na8O28SSi6 
S4Sm2.667 
CrNaS2 
P2Pd2Sr 
Al3Ba0.95H7O14P2 
Hg2IN 
SiSr 
IrRhSi2Tb 
Al1.3332H1.3332O7.9992Si2.6664 
CsH6Li2N3 
AsCl2F3 
D2O 
Li2NiO2 
Ge0.31Li3.05O4P0.69 
Cl2Hg3Se2 
HoPd2Si2 
BrHg2N 
KNa2 
HgY 
Cr0.92Mo3.08 
PY 
Ni2P2Y 
CaO4Yb2 
Ni3.28Ti0.72 
Co3O4 
Cu2O7P2 
Mg0.4Mn3.6Se4 
Br2Hg3Te2 
F15Nb6 
Al21.33S32 
Ir2Nd 
HfV4Zr 
NaS2Ti 
S4Sm3.2Yb0.8 
CrKS2 
InP 
S4Sm3Yb 
D2S 
PTh 
Cd0.9F2.1Tb0.1 
IrS2 
B2Mn3O6 
As2H16O20SrU2 
Li1.3333Mo0.6667O2 
F3NaNi 
CsH3Li2O3 
Se6Zr3.75 
HfNiSn 
LaNi2P2 
LaMn0.91Ni4.1 
Ir2Si2Tb 
AlO4Ta 
Ce0.5F3La0.5 
RhRuSi2Tb 
C2H3.5N3NiO0.25 
NpSb 
CaIrO3 
H5O3Rb 
MnO4S 
InNi2 
Ni2P2Sm 
Rh2Si2Tb 
C10Cl2Mn2O10Sn 
H3Li2O3Rb 
H10N4O8S2Zn 
Pt3Pu 
Al1.33Se2 
BrD 
SYb 
Se4Zr2.46 
Ga3H4NaO12P2 
H3U 
Cl2Hg3Te2 
Cu4RbS3 
Ni2SnTi 
C10Br2Mn2O10Sn 
Li6Mo2O7 
Ni2P2Tm 
Ba2GeS4 
Pr2.667S4 
H3KLi2O3 
H2S 
Ga5La3O14Si0.5Zr0.5 
Ni2P2Pr 
CoH22N5O9S2 
ErKO12P4 
H18N4O12Se3 
MnNi1.55Si0.45 
H6K5N9O24Pt4 
D5.1FeLaNi4 
C4H16N11O13Sc 
C7H12EuK4N7O6S7 
H32In4K8O16Se10 
BaH2N2O5 
Ca0.865F2.27U0.135 
I2O2Pb3 
Br3H5KNOPt 
CsLiO4S 
Al12Cu7.56H5.03O49.35Si12 
Cu0.5Li0.5MnO4Ru 
CeH8N2O15P5 
Na2O4U 
Ca0.9F2.2U0.1 
Al3Bi5Cl12 
Ca0.3Cl2Sr0.7 
Ca0.9F2.2Th0.1 
Na2O9P2U 
Ca0.925F2.096Th0.075 
Ca0.925F2.15U0.075 
AlMo4O16Rb5 
Cl3H5KNOPt 
CdH2O2 
Mo8O10Zn 
Cl8H12N2O2Re2 
CaO2 
N2O4 
Ca0.93Gd0.08O3Ti 
CsO11P3U 
Cs2O6S2 
Fe0.9Mn0.1NaO4P 
O7P2V 
Cs2O8P2V 
O8P2Rb2V 
LiMo8O10 
H30In4K8O15S10 
Al12Cu7.52H5.76O51Si12 
Mo2NaO14P4 
Cu0.5Li0.22MnO4Ru 
KNbO8P2 
Ca0.82F2.36Th0.18 
K4O10P2U 
Ca0.81F2.38U0.19 
LiMnO4Ru0.5Ti0.5 
O6Se2Ti 
Ca0.85F2.3Th0.15 
Ca0.875F2.25Th0.125 
AlB2Fe2 
FK5Nb4O12 
Ca0.84F2.32U0.16 
Al12Cu8H2.25O50.25Si12 
H7Mn2NO10P2 
D4NO6TaW 
Ba0.7ClFSr0.3 
HKMn2O9P2 
CaMo4O16U 
H4O9P2V 
BaF10Zr2 
HfI4 
LiO4RhRu 
F4H12N3O2V 
LiO4RbS 
K0.06O2Ti 
Al12Cu5.68O48Si12 
Cl2H6MgN2 
Ga4H30K8O15S10 
BaMo6O10 
Cu0.5Li0.5O4RhRu 
F8K2Re 
Cs2O17P4V3 
K2O6PSb 
Cr2Cs3I9 
Br9Cr2Cs3 
GdI3O9 
Cr2O13P4 
Li0.58NbO2 
LaO4Ta 
Cs3Mo6O38P10 
Mo2NaO12P3 
Ca0.46Cl2Sr0.54 
InK5Mo4O16 
CsMo2O8V 
C8H4K4N8NbO2 
Ga10.95La0.83MgO19 
BH6Mn3O10P 
H2.64K3O15.32P2Sb3 
Li1.67MnO4Ru 
Ga10.5In0.5La0.96MnO19 
K3NbO16S4 
Cs3O36P12V3 
FNa3Nb12O31 
CeO4P 
As8Ni11 
Se3Zr 
Sb4U3 
Ge2PrRu2 
PPr 
NdRh2Si2 
HfN2Ta 
AsCa2I 
O4Pt3 
InNd3 
BaCuO5Y2 
Ge2Ru2Tb 
STl 
Ge2Rh2Tm 
Sb3Yb4 
F12K4Mn3 
Ge2Rh2Sm 
Nb0.72Pd3.28 
Pb3.568S1.36Se2.64Sn0.432 
Ge2Ru2Tm 
Pd3Sn 
Ir3Ta 
Mn2NpSi2 
IrLu 
SeTm 
Ba2Cs2Cu3F12 
NbTi 
SbU 
LaPd3 
Nd3Tl 
Li2Pt 
Pt3Sc 
HoS 
Ni3.3Sn2 
Pr3Sn 
Al5.33O9.33Si0.67 
Ir3W 
MnTe 
D6LaNi5 
NiSnU 
Ge2Rh2Tb 
Pd3Yb 
Pb3U 
Cu3S4Sb 
Ni2SSe 
Rh2Sm 
Ni5Sm 
Ca2IN 
Ge2Rh2Yb 
Pt2V 
NiSnTh 
In3Th 
Mg1.88Pb0.12 
Pr3Tl 
Ge3U 
LiPd 
MgPd 
Ge2Ru2Yb 
Nb1.5Pd0.5 
Pd3Sm 
Sb3Y4 
Pd5Sr 
Mg1.86Pb0.14 
In24S32 
Sb3Sm4 
Ge2Rh2Y 
Ge1.332S4Zn2.668 
Ni2NpSi2 
Cu0.5Fe1.25S4Sn1.25 
SeTi 
Ir3V 
PtU 
MnPt 
Ge2Ru2Sm 
Ca2IP 
Rh3Sc 
C19Fe3O19Re2Sn2 
SSm 
Ge2Ru2Y 
NdSb3Sm3 
Cu0.5Fe1.5S4Sn 
P4Th3 
PuSb 
Mo0.72Pd3.28 
Hf0.02V1.98 
LaNi2 
NiSe 
HoSi2 
MnRh 
Mg 
Mg1.8Pd2.2 
Pr3Te4 
CuGaSe2 
In1.74Sn0.26 
H2Yb 
In1.74Pb0.26 
Sc0.999Si1.665 
In1.5Sn0.5 
Cl6ErNa3 
Ni0.4PrSi1.6 
NdNi0.4Si1.6 
CaH10O15V4 
Mn2Sn 
Rh3U 
LaP 
Ni3.68Zn0.32 
In1.74Pb0.13Sn0.13 
N2.62Nb4 
Mo0.4Ni3.6 
Mn23Y6 
InYb 
Nb1.6Rh0.4 
I3OW 
Ni2Tm 
Na3.33O12P1.6Si1.4Zr1.77 
Co3Cs2N24 
Pb3Tm 
MnSb 
ScSi2 
OsS2 
Mn4N 
MnS 
Ni2Pr 
LuMg 
MgTm 
LaNi0.5Si1.5 
La4Pb3 
CaH4N6O2 
Pb3.2S3.2Sn0.8Te0.8 
Ge0.8Se0.8Sn3.2Te3.2 
Pb3Tb 
InNa 
LiS2Tb 
NTa0.83 
Ni0.4Si1.6Sm 
Ge0.4Pb3.6S3.6Se0.4 
Ni0.32Ru1.68 
Np3Te4 
NdNi0.5Si1.5 
HoMg 
Mg2Y 
Ni0.5PrSi1.5 
SeSn 
Ge0.4Pb3.6Se4 
Pb0.8Se1.2Sn1.2Te0.8 
Pt3Y 
NaTl 
Np3Se4 
IrSn 
LuSi2 
NdTe 
Nb0.12Ni3.88 
Pd3V 
NiRh 
Ag5S4Sb 
Al12K11.41O48Si12 
BeF4H8N2 
Al12Li23.0004N6O81.0015Si12 
Na2O8Si3Zn 
Cl14H18Mo6O8 
Cr2O16P4Pb3 
F4H4NSb 
Ba2NaO6Re 
Cu2S 
EuMo6S8 
Cu3F12H24Mn2O12 
Al3.48Na0.84O24.84Si8.52 
Al12N5Na22.0002O79.0016Si12 
Ba3S5Ti 
Fe2N 
C2H7.15Cl0.85Mg0.42Mn5.58O13.15 
BeHNaO8Si3 
D0.99MoO3 
AlH21I3N7 
Al3.48Mn1.15O24.44Si8.52 
LaRe2Si2 
HN3Si2 
Ca2H12Mn7O35Si10 
D6.499La0.98Ni5.036 
F5Li2Mn 
O5PSb 
PS4Sm 
K2Ni4O15P4 
S11Ti8.2 
H7O9P2Yb 
Ba2Ca0.15Cu3O6Y0.85 
Pb5S11Sb4 
Ba2S4Ti 
Mo6Na0.9O17 
Br5Cs3Hg 
Ca2HK2NaO20Si7Ti 
Na3NdO8V2 
K5O20P2Sb5 
Ba2Cu2.88O6.61Y 
H3O6RbSe2 
CsF4Sb 
CsO12P4Tb 
Pb4S13Sb6 
F4H2KMnO 
Ba3S8Ta2 
B3H7O9Zn 
As1.5Sb0.5Se4Tl2 
Li2NiP2S6 
Br3F6SbSe 
Mg0.032Mn0.97O3Si 
CuO3Te 
H2O10P3Yb 
Cl5Cs2FeH2O 
Al10Cs3.78D6.22O96Si38 
Ca3O5Si 
Ga2K2O24P8 
K2.38O11Sb3.62Ti0.38 
O8SeTe3 
Br5CsHg2 
CeMo6S8 
Eu1.61Li0.39S2 
O12P2SZr2 
Cu5H8O15P2Zn 
F3Tb 
O6P2Pd 
F4SbTl 
Sb2Se4Tl2 
AsBr3F6Te 
Br4Cs2Hg 
Al7.56H39.36Na7.52O91.68Si28.44 
Cl5FeH2ORb2 
As4BrNaO6 
GeO3Pb 
Fe3N 
BaFe2H2O10Si2Ti 
Bi0.5O12P3Sb1.5 
H4Mg2Ni 
F3Ho 
F6H10MnO5Zr 
AsF6I3Te 
CsNdO12P4 
As6Br4F36S32 
Al12K11.1O48Si12 
S7Ti5.5 
B3H8K3O10 
NdO12P4Tl 
Al3.48Mn1.28O25.26Si8.52 
Al10Cs2.7D7.3O96Si38 
Pb4S11Sb4 
S9Ti6.9 
As0.5Sb1.5Se4Tl2 
Ba2Cu2.89O6.66Y 
Bi2O11Ti4 
Al0.939D4.794La0.99Ni4.081 
O28.5P8PbTa3 
Al2O12Si3Sr3 
F1.5H1.5NdO1.5 
CuFe5O8 
Co5Cr2.667O24V6 
O3SnSr 
CdGaInS4 
Al1.99Ca0.08Fe0.35Mn2.58O12Si3 
CeH2O6S 
LiO8Ta3 
F30O4Ti7 
CaMnO6Si2 
C8Fe2O10S 
BaO3Zr 
Cu16Mg6Si7 
Ge2La3O14SbZn3 
Nb0.6Ru1.4 
NbO2 
Co3 
HO24P7Ta2Tl2 
Ga2O3 
Mn3O12Si3V2 
Al0.21BFe0.12Mg1.33O4Ti0.34 
La4PbSb2 
Cl5F4Sb2 
Al52.35H71.594Na5.12O394.88Si139 
O2.9W 
H8N3OPS 
Mg3O12Si3V2 
Fe3Sn 
BF3 
Na2O9Te3Zn2 
Al66.43H60.57N5.92O399.05Si139 
H2O6STi 
B105Cu2.34 
Al42.56H7.7O345.6Si139 
Cr2Mg3O12Si3 
Cr2Fe3O12Si3 
BF3H2O 
CoCr2 
Al1.95Ca2.96Fe0.05Mn0.04O12Si3 
La4Sb2Sn 
MoO8V2 
MnSn2 
Cl2H16O9Zr 
FeSn2 
Ce3H2O16S3 
Cl9Cs3In2 
Mg3Mn2O12Si3 
Fe3O12Si3V2 
Fe3Mn2O12Si3 
Nb1.3Ru0.7 
F9Mn2O2 
Cl3Ti 
Mo2O8U 
Fe2Mg3O12Si3 
O6P4S4 
Cr2Mn3O12Si3 
N0.801Nb 
Bi4.5Na0.5O15Ti4 
Cu0.75Fe2.25O4 
Ga1.85Mn0.23S3 
Ni3O6Te 
Al2Cd3O12Si3 
O8UV2 
BaO3Sn 
O3PbTi0.42Zr0.58 
O4TiZr 
H16N4O7P2 
BiCa8.5O28V7Zn0.5 
H6NO2P 
Bi2O26P6Pb8 
BiCa4O28Sr5V7 
O2.72W 
B5H8NO12 
CeCrSe3 
O3SrZr 
Bi1.1Ca5.9O28Sr3V7 
HoSe 
H7NO6 
CeSe2 
N3Tl 
Fe5O12Si3 
Mn5O12Si3 
NbRu 
BiCa8O28V7Zn 
K0.475O3W 
N3Rb 
CsN3 
Cr5H10O28Zr4 
H12N2O12S2U 
Al7HMg3O22Si4 
Mg2N3P 
Nb2S11Tl4 
AlGdSi 
C0.51N0.12Ti 
Al3Ho2Si2 
AlB4Lu 
Cs12GeO4Sn8 
Cl3K2N3O5Os 
In2.37Ir3Mg10.63 
In0.97IrMg2.03 
Cr0.81Fe5.34Ge5.17Sb0.84 
Fe4.62Ge4.85Mn1.78Sb1.15 
Al3Dy2Si2 
F30Sb8 
Bi4In2.67K4.67 
GeK2O15Si6 
As2Cs5.16K2.17Ni3O88W19 
Br1.94CeH 
Cl4Na2Ti 
S3TaTl 
CmI3O9 
Cs6H6O33U4W5 
Ba2Cu2LaO7Tl 
Cl3F2Sb 
In1.47IrMg0.53 
H14N6Na2Ni 
CF7I 
Li13Ni40Si31 
Cs8Sn8 
Ir2Si2Sm3 
Al3Si2Tb2 
Al3Er2Si2 
Br2D0.9La 
Se11Ta2Tl4 
BaBiNa 
AsPt0.4Rh0.3Ru0.3S 
In2.75IrMg0.25 
Fe6Ge5.04Sb0.96Ti0.49 
GeI3Rb 
D3F6O4SSb 
Fe3.58H2Mg3.36Na0.06O24Si8 
Cl9N3S4Te2 
In2.38IrMg0.62 
CdCl3Tl 
S11Ta2Tl4 
In2O7P2 
Mg5Pd2 
F6Na3Sc 
GeNaO5Ta 
GeLiO5Ta 
Al3Ho 
Cl8Na2Ti3 
Cu2O2Pb 
In4O21P6 
Br3CdTl 
Al3Si2Tm2 
Cu9H63K12.75N12Na4.5O126Si3W24 
H4K2O12Te3 
Fe3.16H2Mg3.84O24Si8 
In1.9Ir3Mg17.1 
AlB6Yb2 
H4NO3V 
In0.74Ir3.3Mg17.96 
In2NiY 
CeNi1.88P2 
In3.36Ir3Mg9.64 
GeNaNbO5 
In2.924Ir2.096Mg1.98 
In0.8IrMg2.2 
Cl5.04La4Mo12O56.12P 
Bi6In3Na9 
Cs10K6Pb36 
Bi9In6K11 
Ge8Li7Rb 
B3H6N3 
Cl5N3S2Te 
Cl6H6O8SSb2 
Al2BaO8Si2 
In2.27IrMg0.73 
GeO4Rb12Sn8 
In2O5P 
As2K8Ni2.5O101.5W19 
Ba0.69O4Pb0.31S 
Br6Na3Sc 
Cl3K3La4Mo24O107P2 
In1.3IrMg0.7 
HoIrSi 
In2.37IrMg0.63 
Br5H36La4Mo12O56P 
Pb9Rb4 
Cs3NaPb4 
O6Sb2U 
In20Ni11Y4 
BiIn0.67Na 
In2.08IrMg0.92 
CuMoO4 
Cs11Cu4H56K0.5N12Na0.5O100.5Si2W20 
Ir2.7Mg2.3 
Cs20O12Si3Sn8 
Ca8.63Eu1.37O24P6S1.55 
Ba2Nb5O9 
H38Mo7O59SrU6 
Cr3K2O10 
Bi2MoO6 
ClFeMoO4 
C10H40Br2CoN20O10 
BiSbTe3 
Na2O5SiZr 
Fe4H3O15P3 
Li0.19O2V 
Al12Ca3.98Cs4.04O48Si12 
PS4Tl3 
CuH30Mo12O54U 
C1.44Cr2.1V0.9 
Fe2Li2Mo3O12 
H24N11O16Rh2 
Na1.2O12P3Sc2 
Al12Ca2.8Cs6.4O48Si12 
C2Cr2V 
Ca3Cl2O4Si 
Cl9Cs3W2 
AlB8K3O15 
Ga2S3 
Na2.5O12P1.7Sc0.2Si1.3Zr1.8 
Bi0.4Sb1.6Te3 
Na2.49O12P1.71Sc0.2Si1.29Zr1.8 
B12F2H12K2O 
Pd0.89S5Ta2 
AlH16I3O17 
Ba1.9Ca1.9Cu3O9Tl1.1 
BaH2Mn2O5 
F7K2Ta 
GaSe 
Ba2F4O3W 
INaO3 
H4O7PV 
Er2Mn2O7 
HMoNa0.25O3.5 
F5GaH10N2O 
Br2CoH12O6 
FeKO2 
D1.93FeTi 
Cl9Cs3Mo2 
Na2.63O12P3Sc2 
CH6IN3O3 
H2I3O9Rb 
BiSbTe2 
Cs3I9Mo2 
O7P2Si 
Br9K3Mo2 
Cl2CoH12O6 
Cl3H4MnN 
Al12Ca3Cs6O48Si12 
Al11Li0.57Na0.45O17 
BaClO2Sb 
Cd0.37Cu2Fe0.29S4SnZn0.33 
Ba5Mo32O48 
H12InNO12Se2 
O2V 
Cl9H12Mo2N3 
Ca10O24P6S0.95 
Ca9.1Eu0.9O24P6S1.41 
Na4O12P3Sc2 
F3H12Mo2N3O10 
Ba2.08NbS5.07104 
H8I2MgO10 
CsLuO8W2 
Cl3H24N7O16Rh2 
Br9Cs3Mo2 
D2KO4P 
O2Te 
CoLaO3 
Ni3S8Ta2 
H8N2O8V3 
B12H26O7Sr 
Cl2H12NiO6 
SYb0.875 
Cl9Mo2Rb3 
HI2KO6 
Al12Cs9.24O48Si12Tl2.98 
Bi1.34CrNbO6 
CH3.28Al6Ge6Na8O28.64 
H28MgMo7O54U6 
Al12Ca5.13Cs1.74O48Si12 
Cl9K3Mo2 
Br9Mo2Rb3 
Ga1.334S2.001 
La3O10Re2 
Al12Ca3.37Cs5.26O48Si12 
Mn2O7Y2 
K2O8W 
H10MnO15S2U 
Ca9.65Eu0.35O24P6S 
BaH8Mo4O26U3 
F7RbSb2 
CuF4H12N2O2 
Al2Br8Ti 
H3LiO16Rb4S4 
HgI2 
Eu2IrLiO6 
C4H1.582K2N4O0.791Pd 
F4HgPd 
Li0.46Na0.54O3V 
H80K72O316U56.82 
FH3O4PRb 
C2Al6N2Na8O26Si6 
C6H24N14Re6Te8Zn2 
Li0.51Na0.49O3V 
Cl6FeZr 
I4Ti 
EuIn1.28Pd0.72 
Cl6FeHf 
Al2Cl8Ti 
IrLa2LiO6 
AlBr3 
Co6Ge6Zr 
C9Fe3O9S2 
BaF5Mn 
K4N2O5 
Ge6LiNi6 
C4H1.426K2N4O0.713Pt 
H91Li48O427U48 
IrLiNd2O6 
F2HKO4PSb 
Cs2LiS4V 
Cl4Cs2H2MoNO2 
C4K2N4Pt 
C3In 
Ce1.02Os2.04Si2 
Li0.5Na0.5O3V 
F6H8N2Zr 
IrLiO6Pr2 
Cl12STi2 
AlCl3 
Co3Ge3Y0.45 
LiRb2S4V 
Ir43.96Zn358.94 
F8H4K2Na2O6Ti2 
Cl4.9998Cs2MoN1.0002 
Co6Ge6Li 
Br12H26O15Sn4 
LiRb2S4Ta 
C0.9H8.8Al6N0.9Na6.9O29.3Si6 
H168Mo154N248.5O532 
Cs2LiNbS4 
Cu5H630Mo142O746 
Eu8K16.5O206P4W43 
Cl3Fe 
Al0.705O6Sc3.295 
H3LiO16Rb4Se4 
Ir36.22Zn369.79 
B6Dy4H2O16 
B2H6 
Ir38.35Zn367.3 
Br3Ti 
Br4ORb6 
Cs2H4In2O16P4 
LiNi6Si6 
InRbS2 
Mn39Na26O55 
H100K17O201Si4Ti8W40 
CuF6H8O4Si 
CsFH3O4P 
K2LiS4V 
C6H38Co2N16O4Re6Te8 
H200Li28Np49.1O374 
C6H38N16Ni2O4Re6Te8 
H1410Mo368NaO1929S48 
C4H4Er2O12 
As2Cd4Cl2Cs4H40K3Na3O88W18 
C3Ga 
InRbSe2 
LiNbRb2S4 
Fe6Ge6Mg 
P7Pd9.4Yb4.6 
ClO3SmTi 
CuF4H8N2 
H10Mo3N2OS13 
GaNaO2 
C4K2N4Pd 
B6H2Ho4O16 
F12H12K2O6ZnZr2 
La0.52O1.74Th0.48 
Ge6Ni6Sc 
F5H5.5NO0.75Zr 
IrLiO6Sm2 
CuF3H4N 
EuIn1.44Pt0.56 
Br4Ti 
H47K15Na6O185P4W43Y8 
Cl9K2O2Pr4 
Cs6Nb4S22 
HI3LaO9.5 
NdRbTe4 
Cl11NRe2S2 
Ca6Eu2F2Na2O24P6 
BrS8Si2Sm3 
ClErO3Se 
BrLa3S8Si2 
O3Tl2 
As2CaF17Xe2.5 
Cu6H12O24Si6 
C2La2N4O 
Nb4Rb6S22 
H4I3LuO11 
K2O7S2 
